pair_name,difference_vector,first_caption,second_caption
202_I.jpg,[2 1 -3 0 0 0 -1],In this pair <COMMA> the irises and eyebrows do not match .,There are major differences in the eyelids and eyebrows .
203_I.jpg,[0 2 2 1 3 3 -1],It would appear that the subjects shown have really distinct skins .,It would appear that the skins and eyebrows shown are just too distinct .
204_I.jpg,[-3 -1 -2 0 -2 -3 0],In this pair <COMMA> the irises and eyebrows look nothing like each other .,It would appear that the eyebrows shown definitely do not match .
205_I.jpg,[2 -3 0 -1 3 3 -1],In this pair <COMMA> the skins have major differences .,It would appear that the skins and eyebrows just fail to match .
206_I.jpg,[0 -1 0 0 3 3 0],In this pair <COMMA> the skins have too many differences .,There are so many differences in the skins .
207_I.jpg,[0 0 0 1 0 0 0],In this pair <COMMA> the eyebrows have visual differences .,There are differences in the eyebrows .
208_I.jpg,[-1 1 1 0 0 0 0],In this pair <COMMA> the eyebrows just do not match .,It would appear that the eyebrows shown here completely fail to match .
209_I.jpg,[1 -1 3 2 2 0 0],It would appear that the skins and eyebrows have contrasting differences .,In this pair <COMMA> the eyebrows and skins seem totally distinct .
210_I.jpg,[6 -1 -1 1 0 0 0],Obviously <COMMA> the irises are different .,It would appear that the irises are completely different here .
211_I.jpg,[-1 1 0 -1 2 3 -1],It would appear that the skins and eyebrows are so so different .,In this pair <COMMA> the skins just have nothing in common .
212_I.jpg,[-2 0 0 -1 0 0 0],It would appear that the irises have contrasting colors .,In this pair <COMMA> the iris colors are obviously different .
213_I.jpg,[6 0 -1 0 0 2 0],Here <COMMA> the iris colors completely fail to match .,There are so many differences in iris colors .
214_I.jpg,[-1 0 0 0 3 -2 1],There are major differences in the skin textures .,Here <COMMA> there are clear differences in skin textures .
215_I.jpg,[-1 2 0 0 0 3 0],It would appear that the iris colors totally fail to match .,There are big differences in eyebrow distributions .
216_I.jpg,[0 0 1 -1 0 0 -1],In this pair <COMMA> the eyebrows have clear differences .,There are differences in the eyebrows shown here .
217_I.jpg,[0 1 0 0 0 0 -1],In this pair <COMMA> the subjects fail to match in the eyebrow distributions .,In this pair <COMMA> the eyelids look nothing like each other .
218_I.jpg,[-1 -2 -1 0 1 0 1],There are many differences in the eyebrows .,In this pair <COMMA> the eyebrows totally fail to match .
219_I.jpg,[0 -2 -1 0 2 0 1],It would appear that the eyelid shapes here looking nothing like each other .,In this pair <COMMA> the eyelids look totally different .
220_I.jpg,[2 0 0 3 2 -1 0],There are so many differences in the skin colors .,In this pair <COMMA> the subjects have contrasting skin colors .
221_I.jpg,[0 -3 0 1 2 2 -1],It would appear that the eyelids shown fail to match .,There are visual disparities in spots and colors .
222_I.jpg,[-5 -1 1 1 0 -1 1],In this pair <COMMA> the irises look nothing alike .,There are many differences in the iris colors here .
223_I.jpg,[-6 -1 1 -1 -2 2 -1],It would appear that the iris colors shown just fail to match .,In this pair <COMMA> the irises and skins have nothing in common .
224_I.jpg,[-3 -1 -1 0 -2 2 0],It would appear that the skins and irises here have major disparities .,It would appear that these subjects do not share iris colors .
225_I.jpg,[0 0 -1 1 0 2 1],Obviously <COMMA> the eyelids have differences .,There are big differences in eyelids and eyebrows .
226_I.jpg,[2 -2 2 0 3 -3 1],It would appear that the skins and eyebrows look nothing alike .,There are big differences in eyebrows and skins .
227_I.jpg,[2 1 1 0 0 0 0],In this pair <COMMA> the iris colors are so different .,It would appear that the irises here have contrasting colors .
228_I.jpg,[5 -1 0 1 3 0 1],In this pair <COMMA> the subjects have nothing in common .,It would appear that the skins are just so distinct .
229_I.jpg,[-1 3 0 0 -2 -2 1],In this pair <COMMA> the eyebrows and skins definitely do not match .,There are big differences in these eyebrows .
230_I.jpg,[3 1 -1 -1 2 0 1],In this pair <COMMA> the iris colors completely fail to match .,Here <COMMA> the subjects have different iris colors .
231_I.jpg,[0 0 3 -1 0 0 0],It would appear that the eyebrow shapes shown look visually different .,In this pair <COMMA> the eyebrows have totally different shapes .
232_I.jpg,[1 1 2 0 2 0 -1],There are major disparities in the eyebrows .,In this pair <COMMA> the eyelids and eyebrows look nothing like each other .
233_I.jpg,[6 3 2 0 -2 3 0],It would appear that the iris colors here are totally different .,In this pair <COMMA> the iris colors just look so different .
234_I.jpg,[-1 0 -3 0 0 0 0],It would appear that the eyebrow shapes shown have nothing in common .,In this pair <COMMA> the eyebrows are completely different .
235_I.jpg,[0 -1 1 1 2 3 1],It would appear that the spots are not equal .,In this pair <COMMA> the subjects clearly do not share skins .
236_I.jpg,[-3 0 1 0 0 3 0],In this pair <COMMA> the spots just fail to match .,Obviously <COMMA> the skins and irises have major differences .
237_I.jpg,[4 0 1 0 0 3 0],Here <COMMA> the subjects have different spots .,In this pair <COMMA> the iris colors just fail to look like each other .
238_I.jpg,[-6 -2 -2 0 -1 -3 0],It would appear that the irises shown fail to match completely .,In this pair <COMMA> the iris colors and skin textures have nothing in common .
239_I.jpg,[0 -1 -1 1 0 0 1],It would appear that the eyebrows shown fail to match .,In this pair <COMMA> the subjects do not share eyebrow shapes .
240_I.jpg,[0 -1 -1 -1 0 -2 0],It would appear that there are differences in skin colors .,In this pair <COMMA> the skin colors and eyebrow distributions do not look like each other .
241_I.jpg,[1 1 0 1 0 0 0],In this pair <COMMA> the eyebrows just look distinct .,There are so many differences in eyebrows .
242_I.jpg,[-1 -3 -2 1 0 0 0],It would appear that the eyebrows shown have totally distinct distributions .,In this pair <COMMA> the subjects fail to match in the eyebrows .
243_I.jpg,[-3 -3 3 1 0 3 0],It would appear that the irises and eyebrows shown look nothing like each other .,In this pair <COMMA> the subjects have distinct skins and irises .
244_I.jpg,[-6 0 1 -1 0 0 -1],Here <COMMA> the iris colors and eyebrow shapes just do not match .,In this pair <COMMA> the subjects have differences in the irises .
245_I.jpg,[-2 0 1 0 0 -3 1],Here <COMMA> there are obvious differences in iris colors .,In this pair <COMMA> the irises look nothing like each other .
246_I.jpg,[-1 0 0 1 3 -3 1],It would appear that the skins shown clearly do not match .,Obviously <COMMA> the skins shown fail to match .
247_I.jpg,[2 1 0 1 0 0 1],In this pair <COMMA> the subjects have different eyebrows .,Here <COMMA> the eyebrows have major differences .
248_I.jpg,[3 0 0 0 0 -2 1],In this pair <COMMA> the iris colors just do not match .,There are major differences in the irises shown here .
249_I.jpg,[5 -1 -1 -1 0 0 1],In this pair <COMMA> the iris colors look nothing like each other .,It would appear that the subjects here have major iris differences .
250_I.jpg,[-3 1 1 -1 0 3 1],It would appear that the iris colors shown just do not match .,Obviously <COMMA> the irises have major disparities .
251_I.jpg,[-2 0 1 -1 0 0 -1],In this pair <COMMA> the subjects do not match in the iris colors .,It would appear that these eyelids look different .
252_I.jpg,[3 -2 -2 1 3 1 -1],Here <COMMA> the subjects have contrasting skins and eyelids .,It would appear that the skins just do not look like each other .
253_I.jpg,[3 1 -2 0 2 -3 0],In this pair <COMMA> the iris colors completely fail to match .,In this pair <COMMA> the skin spots are not equal .
254_I.jpg,[-1 1 3 0 0 -3 -1],In this pair <COMMA> the people do not share eyebrow shapes .,In this pair <COMMA> the skin spots and eyebrow shapes just fail to match .
255_I.jpg,[-2 0 0 -1 0 0 1],It would appear that the iris colors here look nothing like each other .,In this pair <COMMA> the eyelids shapes are different .
256_I.jpg,[6 1 1 0 0 -3 0],It would appear that the iris colors and skin spots here just do not match .,In this pair <COMMA> the iris colors completely fail to match .
257_I.jpg,[4 2 -1 -1 -2 0 0],Here <COMMA> the people have contrasting iris colors .,It would appear that the irises <COMMA> eyebrows and skins just look nothing like each other .
258_I.jpg,[5 2 0 1 0 3 0],In this pair <COMMA> the iris colors and skin spots fail to match .,Here <COMMA> the iris colors look nothing like each other .
259_I.jpg,[-3 -1 0 -1 0 3 1],In this pair <COMMA> the irises do not look equal .,Here <COMMA> the people shown fail to match in the skins .
260_I.jpg,[3 2 -1 0 0 0 0],In this pair <COMMA> the iris colors and eyebrows look different .,In this pair <COMMA> the eyebrows do not look like each other .
261_I.jpg,[0 0 -1 0 -2 0 -1],Here <COMMA> the eyelids do not match .,It would appear that the eyelids fail to match .
262_I.jpg,[1 1 2 1 2 -3 -1],In this pair <COMMA> the people have totally different skins .,It would appear that the skins and eyebrows shown are so different .
263_I.jpg,[0 2 0 -1 -3 3 -1],In this pair <COMMA> the skins are totally distinct .,It would appear that the skins here completely fail to match .
264_I.jpg,[1 -1 0 -1 2 3 0],It would appear that the skins here are so distinct .,In this pair <COMMA> the people have contrasting skins .
265_I.jpg,[-3 1 1 -1 0 -3 -1],It would appear that the iris colors here just do not look like each other .,In this pair <COMMA> the eyelids and eyebrows completely fail to match .
266_I.jpg,[-3 -1 2 1 0 -2 -1],It would appear that the iris colors here are so so distinct .,In this pair <COMMA> the eyebrows look nothing like each other .
267_I.jpg,[-4 0 -3 3 0 3 -1],It would appear that these skin colors do not match .,It would appear that the skin colors and eyebrow shapes do not match here .
268_I.jpg,[0 0 -1 0 0 0 1],It would appear that the eyelids completely fail to match here .,Here <COMMA> there are completely different eyebrows .
269_I.jpg,[-5 -1 0 1 0 0 0],It would appear that the iris colors here look totally different .,There are so many differences in iris colors here .
270_I.jpg,[2 1 0 0 0 3 0],Here <COMMA> the people do not share skin spots .,It would appear that the skin spots shown clearly do not match .
271_I.jpg,[6 -1 2 1 0 3 0],In this pair <COMMA> the iris colors and skin spots fail to match completely .,It would appear that the people here do not share iris colors .
272_I.jpg,[0 -1 1 1 0 -3 1],There are so many differences in eyebrow shapes .,In this pair <COMMA> the eyebrows look nothing like each other .
273_I.jpg,[0 0 1 0 3 3 0],It would appear that the skins here are not equal .,In this pair <COMMA> the skins look clearly different .
274_I.jpg,[3 1 -3 1 0 3 1],It would appear that the skin colors and iris colors fail to match here .,Here <COMMA> the people do not share iris colors .
275_I.jpg,[1 0 -3 1 0 -3 0],In this pair <COMMA> the people look nothing alike in the irises .,In this pair <COMMA> the iris colors completely fail to match .
276_I.jpg,[0 0 0 0 2 -3 1],Objectively speaking <COMMA> the skins fail to match .,Visually <COMMA> the skins spots fail to match .
277_I.jpg,[-3 -3 0 0 0 -1 0],Objectively speaking <COMMA> the eyebrows look nothing like each other .,It would appear that the eyebrows look undeniably different .
278_I.jpg,[6 1 1 0 0 2 -1],Objectively speaking <COMMA> the iris colors completely fail to match .,Obviously <COMMA> the irises and eyebrows fail to match .
279_I.jpg,[-2 0 0 -1 0 3 -1],Objectively speaking <COMMA> the skins and irises fail to match .,It would appear that there is no match between iris colors .
280_I.jpg,[0 2 -1 0 -2 0 -1],It would appear that these eyebrows do not match .,Objectively speaking <COMMA> the people have different eyebrows .
281_I.jpg,[3 -2 1 1 3 1 0],It would appear that the skins here just do not match .,It would appear that these skins look distinct .
282_I.jpg,[0 0 -1 0 0 3 -1],There are obvious differences in skin spots .,Objectively speaking <COMMA> the people do not share skin spots .
283_I.jpg,[3 1 0 -1 0 0 -1],Objectively speaking <COMMA> the iris colors just do not look like each other .,It would appear that the irises here completely fail to match .
284_I.jpg,[3 0 2 -1 0 1 0],It would appear that the irises shown are so distinct .,Objectively speaking <COMMA> the iris colors are totally different .
285_I.jpg,[-5 0 -1 0 -2 0 0],It would appear that the iris colors here are so different .,Objectively speaking <COMMA> the iris colors are so different .
286_I.jpg,[3 0 -2 1 2 3 1],It would appear that the eyelids shown just fail to match .,Objectively speaking <COMMA> the eyelid shapes are so different .
287_I.jpg,[0 2 -1 0 -2 -1 0],It would appear that the eyelids and eyebrows do not match .,Here <COMMA> the people do not share eyelids .
288_I.jpg,[-6 1 -1 -1 0 -2 1],Obviously <COMMA> these irises look nothing like each other .,Objectively speaking <COMMA> the iris colors just fail to match .
289_I.jpg,[3 -1 0 0 0 0 0],Obviously <COMMA> these iris colors look nothing like each other .,It would appear that there are differences in iris colors .
290_I.jpg,[3 0 -3 1 0 0 1],Here <COMMA> the eyebrow colors and shapes do not match .,Objectively speaking <COMMA> the eyelids just look undeniably distinct .
291_I.jpg,[0 -2 1 0 0 0 0],It would appear that the eyebrow distributions are distinct here .,It would appear that the people shown do not share the same eyebrow distributions .
292_I.jpg,[3 0 -1 -1 2 -3 1],Objectively speaking <COMMA> the skin spots and texture just do not match .,It would appear that these eyelids fail to look like each other .
293_I.jpg,[0 0 1 1 1 -3 1],Here <COMMA>the skin textures do not look like each other .,It would appear that there are major differences in skin textures .
294_I.jpg,[0 0 -1 -1 0 1 0],Obviously <COMMA> these eyebrows have contrasting shapes .,Objectively speaking <COMMA> the eyebrow shapes look nothing like each other .
295_I.jpg,[3 0 3 1 0 3 0],Obviously <COMMA> these irises have differences .,It would appear that the irises shown here just fail to match completely .
296_I.jpg,[6 2 0 1 0 -1 0],Obviously <COMMA> these iris colors look nothing like each other .,It would appear that these iris colors are distinct .
297_I.jpg,[6 0 -2 1 0 0 0],Objectively speaking <COMMA> the iris colors look undeniably different .,It would appear that the irises shown look different .
298_I.jpg,[3 -1 0 3 0 2 1],There are major differences in iris colors here .,It would appear that the people have different irises and skins .
299_I.jpg,[0 0 0 0 -3 2 -1],Visually <COMMA> the skins do not match .,Here there are really big differences in the skin textures .
300_I.jpg,[-4 -2 1 1 2 -2 -1],Objectively speaking <COMMA> the irises and eyebrows do not look like each other .,Visually <COMMA> these eyelids and skins fail to match .
301_I.jpg,[-1 1 0 0 0 0 1],Here <COMMA> the eyelid shapes fail to match .,Obviously <COMMA> these eyelids do not match .
302_I.jpg,[-2 1 -3 0 0 -1 0],It would appear that the people shown <COMMA> have different eyebrow shapes .,There are visual differences in the eyebrows .
303_I.jpg,[-3 1 0 0 2 0 -1],Visually <COMMA> there are different eyebrows .,Here <COMMA> the eyebrows just have nothing in common .
304_I.jpg,[3 -2 -3 0 2 2 0],Obviously <COMMA> these eyebrow shapes and skins do not match .,It would appear that the people here do not possess similar eyebrows .
305_I.jpg,[-5 0 0 -1 -1 3 -1],It would appear that the skin textures here do not look like each other .,Objectively speaking <COMMA> the iris colors are so different .
306_I.jpg,[-1 1 1 0 -2 2 1],Visually <COMMA> the eyelids have contrasting shapes .,Objectively speaking <COMMA> the skins clearly do not match .
307_I.jpg,[-3 -1 3 -1 0 0 0],Objectively speaking <COMMA> the iris colors and eyebrow shapes just do not match .,Visually <COMMA> these eyebrow shapes fail to match .
308_I.jpg,[-2 -1 0 -1 0 -3 0],Objectively speaking <COMMA> the eyebrows and skin have visual differences .,Visually <COMMA> these people do not share the skin color .
309_I.jpg,[2 -2 2 -1 1 0 1],Objectively speaking <COMMA> the skin textures have nothing in common .,It would appear that the people shown do not share iris colors .
310_I.jpg,[0 0 0 -2 2 3 0],Obviously <COMMA> these skin colors are not equal .,Clearly the skins fail to match .
311_I.jpg,[3 0 -3 0 0 3 0],Here <COMMA> the people do not share skin iris colors .,Objectively speaking <COMMA> the eyebrows have many differences .
312_I.jpg,[0 0 0 -1 -2 0 0],Here <COMMA> the eyelid shapes fail to match .,Visually <COMMA> these people have distinct eyelids .
313_I.jpg,[-2 -2 2 0 0 0 1],Objectively speaking <COMMA> the skins have visual disparities .,Objectively speaking <COMMA> the eyelid shapes just do not match .
314_I.jpg,[2 1 0 0 0 -3 0],Visually <COMMA> these eyebrows do not match .,There are major differences in iris colors here .
315_I.jpg,[-1 1 2 -2 -2 0 0],Objectively speaking <COMMA> the skins have visual differences .,There are differences in the skins and eyebrows here .
316_I.jpg,[-4 0 -3 0 0 0 0],There are big differences in iris colors here .,Here <COMMA> the iris colors and eyebrow shapes clearly do not match .
317_I.jpg,[0 0 0 0 2 3 -1],Objectively speaking <COMMA> the people do not possess the same eyelid shapes .,Objectively speaking <COMMA> the eyelid shapes clearly fail to match .
318_I.jpg,[-2 -1 1 0 0 -3 0],There are many differences in the eyebrows .,Here <COMMA> the eyebrows do not look like each other .
319_I.jpg,[1 1 1 0 0 3 1],There are obvious differences in these eyebrows .,Visually <COMMA> these eyebrows do not match .
320_I.jpg,[-1 0 0 0 0 -3 0],There are major differences in skin spots here .,Here <COMMA> the people do not share skin spots .
321_I.jpg,[-3 2 2 -1 -3 -3 -1],There are distinct skins here .,Here <COMMA> the skins look clearly nothing like each other .
322_I.jpg,[5 1 1 0 0 -3 -1],Objectively speaking <COMMA> the iris colors and eyelid shapes look nothing like each other .,Visually <COMMA> these iris colors look nothing like each other .
323_I.jpg,[1 0 -1 -1 0 -2 0],As shown here <COMMA> the eyebrows fail to look like each other .,Visually <COMMA> these eyebrows do not match .
324_I.jpg,[-6 0 -1 0 -2 0 0],It would appear that the iris colors shown here do not look like each other .,Obviously <COMMA> these iris colors do not look like each other .
325_I.jpg,[1 0 0 0 2 0 0],It would appear that the iris colors shown here do not look like each other .,There are big differences in these irises .
326_I.jpg,[-6 -1 1 -1 0 2 -1],It would appear that the irises shown here look nothing like each other .,There are too many differences in these eyebrows .
327_I.jpg,[1 0 1 0 0 -3 -1],As shown here <COMMA> the eyelids fail to match .,Visually <COMMA> the eyelids shown do not look like each other .
328_I.jpg,[0 0 2 0 -2 0 0],It would appear that the people shown do not share eyebrow shapes .,As shown here <COMMA> the eyebrow shapes are visually distinct .
329_I.jpg,[-3 0 0 0 0 -2 -1],There are major disparities in the iris colors .,Here <COMMA> the people have different iris colors .
330_I.jpg,[0 -1 0 -1 -2 2 -1],As shown here <COMMA> the skins look so so different .,Here <COMMA> the people do not share skins .
331_I.jpg,[3 0 0 -1 0 0 0],As shown here <COMMA> the iris colors are clearly different .,There are big differences here in iris colors .
332_I.jpg,[0 0 0 0 0 0 1],It would appear that the eyelids shown do not match .,Obviously <COMMA> these eyelids look different .
333_I.jpg,[-3 2 1 0 2 0 1],Visually <COMMA> the eyelids shown completely fail to match .,Obviously <COMMA> these eyelids do not look like each other .
334_I.jpg,[3 1 -2 0 2 0 0],It would appear that the skin textures show here do not match completely .,Visually <COMMA> these iris colors and skin textures fail to match .
335_I.jpg,[0 0 -1 0 0 0 1],It would appear that the eyebrow shapes here do not look equal .,As shown here <COMMA> the eyebrows look different .
336_I.jpg,[0 2 2 -1 0 -2 0],Visually <COMMA> these eyebrows do not match .,There are really major differences between these eyebrows .
337_I.jpg,[-6 0 0 -1 0 1 -1],Visually <COMMA> the irises shown here do not match .,There are major disparities in iris colors here .
338_I.jpg,[1 0 0 0 2 -2 0],Here <COMMA> the skins have different textures and spots .,Visually <COMMA> these skins do not look like each other .
339_I.jpg,[-3 -3 0 -3 3 0 0],It would appear that the skins have major differences here .,Visually <COMMA> the skins <COMMA> irises and eyebrows look nothing like each other .
340_I.jpg,[-1 2 0 0 -2 -1 -1],As shown here <COMMA> the skin textures clearly do not match .,Obviously <COMMA> the eyelids fail to match .
341_I.jpg,[0 2 1 -1 0 0 -1],There are major differences in the eyebrows here .,As shown here <COMMA> the people do not share eyelid shapes .
342_I.jpg,[2 1 0 0 0 3 1],Visually <COMMA> these iris colors and eyelid shapes do not match .,There are major differences in eyelid shapes .
343_I.jpg,[-6 0 -1 -2 -2 -3 1],Visually <COMMA> these skins fail to look like each other .,Visually <COMMA> the irises and skin just look so so distinct .
344_I.jpg,[3 2 -3 0 -2 -3 -1],Visually <COMMA> these irises and skin do not look like each other .,As shown here <COMMA> the skins and eyebrows completely fail to match .
345_I.jpg,[6 0 0 0 0 0 -1],There are major differences between these iris colors .,Visually <COMMA> the irises and eyelids just look so distinct .
346_I.jpg,[0 0 3 0 0 0 0],Here <COMMA> the eyebrow shapes appear to be distinct .,As shown here <COMMA> the people do not have the same eyebrow shapes .
347_I.jpg,[-4 1 -1 -1 0 0 0],Here <COMMA> the iris colors do not match .,There seem to be differences in the irises .
348_I.jpg,[1 0 0 0 0 2 0],Visually <COMMA> these iris colors have differences .,There are major differences in these iris colors .
349_I.jpg,[0 -3 0 0 2 1 1],As shown here <COMMA> the eyebrow distributions do not appear to be similar .,Visually <COMMA> the eyelid shapes shown clearly differ greatly .
350_I.jpg,[0 2 -1 2 -2 3 0],As shown here <COMMA> the skins completely fail to look like each other .,Visually <COMMA> these skins look nothing like each other .
351_I.jpg,[5 0 0 -3 0 -1 0],Visually <COMMA> these iris colors fail to look alike here .,Visually <COMMA> the iris and skin colors do not appear to be alike .
352_I.jpg,[3 0 -1 1 0 -3 -1],Here <COMMA> the skin colors and eyelid shapes do not look alike .,Here <COMMA> the people do not possess the same skin color .
353_I.jpg,[1 -3 0 1 0 -2 1],Here <COMMA> the eyebrows appear to be so so different .,Visually <COMMA> the eyebrows here do not look alike .
354_I.jpg,[-2 2 -3 -1 -3 0 -1],There seem to be many differences in the skin textures .,Visually <COMMA> these skins have different textures .
355_I.jpg,[2 0 0 0 0 0 0],There are obvious differences in iris colors .,Here <COMMA> the people have different iris colors .
356_I.jpg,[2 1 0 1 0 2 1],Visually <COMMA> the irises have different colors .,As shown here <COMMA> the irises fail to have the same color .
357_I.jpg,[3 1 2 0 0 -3 -1],As shown here <COMMA> the irises and skin clearly do not match .,There are many differences in iris colors and eyelids shapes .
358_I.jpg,[3 1 0 1 0 -2 0],Visually <COMMA> these irises appear to be very different .,Visually <COMMA> the irises here do not match .
359_I.jpg,[2 -1 -3 1 2 3 0],As shown here <COMMA> the eyebrows have totally different shapes .,Obviously <COMMA> the skins shown do not share the same color .
360_I.jpg,[0 -2 0 0 0 2 0],Visually <COMMA> the skin spots do not look alike .,Visually <COMMA> the people show have different skin spots .
361_I.jpg,[-1 3 -1 1 -3 0 -1],As shown here <COMMA> the skins just do not look alike .,Clearly <COMMA> the skins and eyebrows here look undeniably distinct .
362_I.jpg,[-1 -1 -3 0 0 -2 0],As shown here <COMMA> the eyebrows do not look alike .,Clearly <COMMA> the eyebrows appear to be too distinct .
363_I.jpg,[5 -3 0 -1 1 1 0],Visually <COMMA> the iris colors are not shared here .,As shown here <COMMA> the people do not share iris colors and skin textures .
364_I.jpg,[1 -2 1 -1 3 0 1],As shown here <COMMA> the people do not share the same skin textures .,Obviously <COMMA> the skin textures are not shared here .
365_I.jpg,[-6 -2 -2 -1 2 0 0],Here <COMMA> the eyebrows look too dissimilar .,There are major differences in the eyebrows here .
366_I.jpg,[-1 3 0 0 -2 1 0],Here the eyebrows have too dissimilar distributions .,Clearly <COMMA> these eyebrows completely fail to match .
367_I.jpg,[1 -1 3 -1 0 1 -1],Visually <COMMA> the eyebrows shown here clearly do not match .,As shown here <COMMA> the eyebrows and irises are too different .
368_I.jpg,[-6 1 -2 1 0 3 -1],Visually <COMMA> the irises and eyelid are vastly different .,Visually <COMMA> the people shown do not share iris colors and eyelid shapes .
369_I.jpg,[3 3 -1 0 0 -1 0],Here <COMMA> the eyebrow shapes do not match .,As shown here <COMMA> the eyebrows have nothing in common .
370_I.jpg,[3 -1 0 1 0 -3 1],Clearly <COMMA> the iris colors here do not look alike .,Obviously <COMMA> these irises and eyebrows appear to be different .
371_I.jpg,[2 0 0 0 0 0 0],Visually <COMMA> the eyelids and skin spots are not shared .,Visually <COMMA> the two people here do not share skin spots .
372_I.jpg,[-3 2 0 0 0 2 0],As shown here <COMMA> the iris colors are visually different .,Clearly <COMMA> the irises are dissimilar in color .
373_I.jpg,[0 -1 0 1 0 2 -1],As shown here <COMMA> the eyelid shapes clearly do not match .,Here <COMMA> the eyelid shapes do not match .
374_I.jpg,[-4 0 0 -1 -2 0 0],As shown here <COMMA> the iris colors are too dissimilar .,Visually <COMMA> the irises show here are vastly dissimilar here .
375_I.jpg,[0 1 0 0 0 -3 -1],As shown here <COMMA> the eyebrows are so dissimilar .,Visually <COMMA> the eyebrows shown here are so so dissimilar .
376_I.jpg,[-3 -1 -2 -1 0 -3 0],Visually <COMMA> the iris colors here are not equal .,Clearly <COMMA> these iris colors look different .
377_I.jpg,[0 1 -1 0 0 -2 0],Visually <COMMA> the eyebrows show differences .,There seem to be major differences in the eyebrows .
378_I.jpg,[0 -1 -2 1 0 0 0],As shown here <COMMA> the eyebrow shapes do not look alike .,Clearly <COMMA> the eyebrows here look different .
379_I.jpg,[4 0 0 -1 0 0 1],As shown here <COMMA> the iris colors just do not look alike .,As shown here <COMMA> the eyelid shapes and iris colors look undeniably different .
380_I.jpg,[-2 0 2 1 0 -3 -1],Clearly <COMMA> the eyebrows here do not look alike .,Visually <COMMA> the people do not possess the same eyebrows .
381_I.jpg,[3 -2 0 0 2 0 1],As shown here <COMMA> the eyebrows and irises are totally different .,Clearly <COMMA> there are many differences in the irises and eyebrows .
382_I.jpg,[3 0 2 -1 -2 3 0],There seem to be many differences in these irises .,Visually <COMMA> the irises shown have dissimilar colors .
383_I.jpg,[0 0 -1 -1 -2 3 0],As shown here <COMMA> the eyebrows look clearly dissimilar .,Visually <COMMA> the eyebrows here do not look alike .
384_I.jpg,[0 1 0 0 0 0 0],Obviously <COMMA> these eyebrow distributions look dissimilar .,There are differences in the eyebrows .
385_I.jpg,[3 -1 -3 1 0 0 0],Visually <COMMA> the irises here clearly do not match .,There are differences in the eyebrow shapes and iris colors .
386_I.jpg,[3 -2 0 0 0 0 0],As shown here <COMMA> the irises look nothing like each other .,Clearly <COMMA> the irises are too dissimilar .
387_I.jpg,[0 0 -2 0 -1 -3 0],There are many differences in these eyelids .,Clearly <COMMA> the eyelids shown do not match .
388_I.jpg,[-1 1 -3 -2 -2 0 1],Visually <COMMA> the eyebrows and eyelids show many differences here .,Here <COMMA> the skin colors and eyelids do not match .
389_I.jpg,[0 -1 0 -1 -2 -3 0],There are big differences between these skins .,Visually <COMMA> the skins shown here are undeniably dissimilar .
390_I.jpg,[-6 -1 0 0 0 0 0],Visually <COMMA> the irises just do not match here .,Obviously <COMMA> these iris colors look nothing alike .
391_I.jpg,[0 2 3 -1 0 -3 1],Visually <COMMA> the eyelid shapes are not shared here .,As shown here <COMMA> the people clearly do not share the eyelid shapes .
392_I.jpg,[-2 0 -1 1 -2 -1 0],As shown here <COMMA> the irises appear to be very dissimilar .,Visually <COMMA> the irises here just do not look alike .
393_I.jpg,[2 0 -2 0 0 -3 1],Visually <COMMA> the skin spots here clearly do not match .,There are major differences in the eyelids here .
394_I.jpg,[1 1 -2 -1 0 -3 -1],Visually <COMMA> the skin spots here seem to be a major difference .,As shown here <COMMA> the eyelid shapes and eyebrow distributions do not match .
395_I.jpg,[-1 0 0 -1 0 3 -1],As shown here <COMMA> the eyebrows are visually different .,Visually <COMMA> the eyebrows shown here show visual differences .
396_I.jpg,[1 0 -1 0 0 2 1],There are visual differences in the skin spots .,As shown here <COMMA> the skin spots are not equal .
397_I.jpg,[-3 2 1 -1 2 2 0],Visually <COMMA> the irises clearly differ in color .,Visually <COMMA> the skins show clear differences in texture and spots .
398_I.jpg,[2 0 -2 -1 -2 1 1],As shown here <COMMA> the irises clearly do not match .,Visually <COMMA> the iris colors are undeniably different .
399_I.jpg,[0 0 1 0 0 -3 0],As shown here <COMMA> the skin spots show evident differences .,Clearly <COMMA> these skin spots are not equal .
400_I.jpg,[0 0 -1 0 -2 -3 0],As shown here <COMMA> the skin spots are obviously different .,Visually <COMMA> the skin spots are not equal in these people .
401_I.jpg,[-1 0 1 -1 0 3 0],Visually <COMMA> the skin spots are not equal here .,Here <COMMA> there is a big difference in skin spots .
402_I.jpg,[0 -1 0 0 0 0 0],Visually <COMMA> the eyebrow distributions are not equal .,As shown here <COMMA> the eyebrows have different distributions .
403_I.jpg,[-3 0 0 -1 0 -3 -1],Visually <COMMA> the iris colors clearly do not match .,Here <COMMA> the irises and eyebrows are clearly different .
404_I.jpg,[5 -2 0 1 3 1 1],As shown here <COMMA> the irises and skins present many differences .,As shown here <COMMA> the irises and skins have big differences .
405_I.jpg,[0 0 1 0 0 2 -1],Visually <COMMA> the eyelids are clearly dissimilar here .,As shown here <COMMA> the eyelids differ in shape .
406_I.jpg,[0 0 3 1 0 0 0],As shown here <COMMA> the people have clearly dissimilar eyebrow shapes .,Visually <COMMA> the eyebrows shown here have dissimilar shapes .
